#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc057lck.1	ENSMUST00000148230	D330023K18Rik	
uc008jdn.2	ENSMUST00000133550	D330023K18Rik	NR_040334
uc008jed.2	ENSMUST00000057407	Qrfp	NM_183424
uc008jee.2	ENSMUST00000028188	Fibcd1	NM_178887
uc008jek.1	ENSMUST00000056406	Fam78a	NM_175511
uc008jej.1	ENSMUST00000139629	Fam78a	NM_175511
uc008jep.1	ENSMUST00000128298	AK076583	
uc008jes.2	ENSMUST00000002625	Uck1	NM_011675
uc008jet.3	ENSMUST00000050410	Swi5	NM_175190
uc012bts.2	ENSMUST00000050410	Swi5	NM_001290552
uc008jeu.3	ENSMUST00000050410	Swi5	NR_110965
uc008jez.1	ENSMUST00000078352	Dnm1	NM_010065
uc029twn.1	ENSMUST00000113350	Dnm1	NM_010065
uc008jfd.3	ENSMUST00000078352	Dnm1	NM_001301737
uc029twp.2	ENSMUST00000139624	Dnm1	NM_010065
uc008jfc.2	ENSMUST00000091089	Dnm1	NM_010065
uc029two.2	ENSMUST00000113352	Dnm1	NM_001301737
uc008jfk.2	ENSMUST00000048792	1110008P14Rik	NM_198001
uc008jfl.1	ENSMUST00000050785	Lcn2	NM_008491
uc008jfn.2	ENSMUST00000028160	Slc25a25	NM_001290558
uc008jfo.2	ENSMUST00000052119	Slc25a25	NM_001164358
uc008jfp.2	ENSMUST00000028160	Slc25a25	NM_146118
uc008jfq.2	ENSMUST00000113310	Slc25a25	NM_001164357
uc008jgm.2	ENSMUST00000028148	Fpgs	NM_010236
uc008jgn.2	ENSMUST00000125058	Cdk9	NM_130860
uc008jgo.2	ENSMUST00000125058	Cdk9	NM_130860
uc012bty.1	ENSMUST00000175539	Mir2861	NR_037217
uc029tws.2	ENSMUST00000009695	6330409D20Rik	NM_027529
uc012btz.1	ENSMUST00000066478	Ttc16	NM_001290567
uc008jgu.2	ENSMUST00000066478	Ttc16	NM_001290564
uc012bua.1	ENSMUST00000066478	Ttc16	NM_001290566
uc056zma.1	ENSMUST00000091059	Ttc16	NM_001290563
uc008jgv.3	ENSMUST00000161430	Ttc16	NM_177384
uc008jgw.3	ENSMUST00000123674	Ttc16	
uc008jgz.1	ENSMUST00000102813	Cfap157	NM_025619
uc008jhb.2	ENSMUST00000050000	Stxbp1	NM_001113569
uc008jha.2	ENSMUST00000050000	Stxbp1	NM_009295
uc008jhd.2	ENSMUST00000028132	Lrsam1	NM_199302
uc008jhf.1	ENSMUST00000028129	Slc2a8	NM_019488
uc008jhg.1	ENSMUST00000028129	Slc2a8	NM_001356409
uc012buc.1	ENSMUST00000028129	Slc2a8	NM_001356409
uc012bud.1	ENSMUST00000028129	Slc2a8	
uc008jhh.1	ENSMUST00000049618	Garnl3	NM_001355202
uc008jhi.1	ENSMUST00000102810	Garnl3	NM_001355202
uc008jhk.1	ENSMUST00000139778	Garnl3	NM_178888
uc008jhj.1	ENSMUST00000137381	Garnl3	NM_001355202
uc008jht.1	ENSMUST00000113164	Ralgps1	
uc008jhm.2	ENSMUST00000113165	Ralgps1	NM_175211
uc008jhn.2	ENSMUST00000131298	Ralgps1	NM_001290572
uc008jho.2	ENSMUST00000042615	Ralgps1	NM_001290570
uc008jhu.1	ENSMUST00000113158	Zbtb34	NM_001085507
uc033hmo.1	ENSMUST00000113158	Zbtb34	NM_001276332
uc008jhv.2	ENSMUST00000028125	Zbtb43	NM_027947
uc008jhw.2	ENSMUST00000028125	Zbtb43	NM_001025594
uc012bue.2	ENSMUST00000028125	Zbtb43	NM_001355612
uc008jhx.2	ENSMUST00000028125	Zbtb43	NM_001355612
uc008jhy.2	ENSMUST00000041730	Lmx1b	NM_010725
uc057lcl.1	ENSMUST00000130532	AK020435	
uc008jic.1	ENSMUST00000192765	Mvb12b	NM_175184
uc008jib.1	ENSMUST00000041555	Mvb12b	NM_175184
uc008jie.3	ENSMUST00000041555	Mvb12b	
uc008jif.1	ENSMUST00000127936	AK162388	
uc008jig.2	ENSMUST00000134921	C230014O12Rik	NR_130173
uc008jih.2	ENSMUST00000113132	Pbx3	NM_016768
uc008jii.2	ENSMUST00000113132	Pbx3	NM_001290576
uc008jik.2	ENSMUST00000155423	Pbx3	
uc008jip.3	ENSMUST00000113111	Gapvd1	
uc012bug.1	ENSMUST00000028224	Gapvd1	NM_001356441
uc008jir.1	ENSMUST00000169207	Gapvd1	
uc008jiq.3	ENSMUST00000102800	Gapvd1	NM_025709
uc008jiu.2	ENSMUST00000145903	Rabepk	NM_145522
uc008jiv.2	ENSMUST00000140663	Rabepk	
uc012buh.1	ENSMUST00000156130	Fbxw2	NM_001164772
uc008jix.2	ENSMUST00000156130	Fbxw2	NM_001164768
uc008jjb.2	ENSMUST00000131534	Fbxw2	NM_001164772
uc008jiy.2	ENSMUST00000156130	Fbxw2	NM_013890
uc008jiz.2	ENSMUST00000156130	Fbxw2	NM_001164770
uc008jja.2	ENSMUST00000113075	Fbxw2	NM_001164769
uc008jjc.2	ENSMUST00000131534	Fbxw2	NM_001164772
uc008jje.1	ENSMUST00000028225	Psmd5	NM_080554
uc012bui.1	ENSMUST00000028225	Psmd5	
uc008jjh.1	ENSMUST00000028232	Phf19	NM_028716
uc008jji.1	ENSMUST00000129911	Phf19	
uc008jjj.2	ENSMUST00000172159	Traf1	NM_009421
uc008jjk.2	ENSMUST00000172159	Traf1	NM_009421
uc008jjl.2	ENSMUST00000172159	Traf1	NM_001326601
uc008jjm.1	ENSMUST00000129131	Traf1	NM_009421
uc057lcn.1	ENSMUST00000156049	KY467849	
uc008jjn.3	ENSMUST00000028233	Hc	NM_010406
uc008jjo.2	ENSMUST00000045776	AI182371	NM_001243102
uc008jjp.2	ENSMUST00000045776	AI182371	NM_001243103
uc008jjq.2	ENSMUST00000045776	AI182371	NM_178885
uc008jjz.1	ENSMUST00000028238	Rab14	NM_026697
uc008jka.1	ENSMUST00000028238	Rab14	
uc008jkb.1	ENSMUST00000113025	Rab14	NM_026697
uc008jkh.1	ENSMUST00000028241	Stom	NM_013515
uc012bum.1	ENSMUST00000028243	4930568D16Rik	NM_029463
uc008jki.2	ENSMUST00000113010	4930402F06Rik	NM_001080709
uc008jkj.2	ENSMUST00000113010	4930402F06Rik	NM_001272040
uc008jkk.3	ENSMUST00000102794	Ggta1	NM_010283
uc008jkl.3	ENSMUST00000102794	Ggta1	NM_001308299
uc008jkm.3	ENSMUST00000102794	Ggta1	NM_001145821
uc008jkn.3	ENSMUST00000102794	Ggta1	NM_001308300
uc008jko.2	ENSMUST00000124555	Gm13446	NR_045894
uc033hmq.1	ENSMUST00000112976	Ttll11	NM_029774
uc008jkz.3	ENSMUST00000028248	Ttll11	NM_029774
uc008jlb.1	ENSMUST00000070112	Ndufa8	NM_026703
uc008jld.1	ENSMUST00000112961	Lhx6	NM_001083126
uc008jle.1	ENSMUST00000112966	Lhx6	NM_001083127
uc008jlf.1	ENSMUST00000112963	Lhx6	NM_008500
uc008jlg.1	ENSMUST00000112967	Lhx6	NM_001083125
uc012bun.1	ENSMUST00000028251	Rbm18	NR_027515
uc012buo.1	ENSMUST00000028251	Rbm18	NM_001159635
uc008jlh.2	ENSMUST00000028251	Rbm18	NM_026434
uc008jli.2	ENSMUST00000028251	Rbm18	NM_001355580
uc008jlq.1	ENSMUST00000100154	Olfr341	NM_146950
uc008jly.1	ENSMUST00000100151	Olfr3	NM_206903
uc008jma.1	ENSMUST00000100150	Olfr351	NM_146942
uc008jmc.1	ENSMUST00000100149	Olfr353	NM_146941
uc008jme.1	ENSMUST00000100147	Olfr355	NM_146625
uc008jmh.1	ENSMUST00000100146	Olfr358	NM_207235
uc008jmj.1	ENSMUST00000100145	Olfr361	NM_146368
uc008jmk.1	ENSMUST00000100144	Olfr362	NM_147051
uc008jmp.2	ENSMUST00000009174	Pdcl	NM_026176
uc012bur.1	ENSMUST00000104568	Snord90	NR_028535
uc008jmq.2	ENSMUST00000112934	Rc3h2	NM_001100591
uc008jmr.2	ENSMUST00000112934	Rc3h2	NM_001290642
uc008jms.2	ENSMUST00000112932	Zbtb6	NM_146253
uc008jmu.1	ENSMUST00000067043	Zbtb26	NM_199025
uc008jmt.2	ENSMUST00000112932	Zbtb6	NM_146253
uc008jmv.1	ENSMUST00000067043	Zbtb26	NM_199025
uc008jmz.1	ENSMUST00000183690	Strbp	NM_009261
uc008jnc.2	ENSMUST00000028279	Strbp	NM_001355260
uc056zml.1	ENSMUST00000175217	Mir5128	NR_039590
uc008jnd.2	ENSMUST00000028279	Strbp	NM_001355260
uc008jne.2	ENSMUST00000135488	Strbp	
uc008jng.2	ENSMUST00000102787	Dennd1a	NM_146122
uc008jnh.2	ENSMUST00000102787	Dennd1a	
uc008jni.2	ENSMUST00000102787	Dennd1a	
uc008jnp.1	ENSMUST00000028083	Psmb7	NM_011187
uc008jnq.1	ENSMUST00000151981	Psmb7	NM_011187
uc008jnt.1	ENSMUST00000149690	Nr5a1	NM_139051
uc008jnr.2	ENSMUST00000112883	Nr5a1	NM_001316687
uc008jns.2	ENSMUST00000028084	Nr5a1	NM_139051
uc012bus.1	ENSMUST00000168098	Nr6a1	NM_001159549
uc012but.1	ENSMUST00000168098	Nr6a1	NM_001159548
uc012buu.1	ENSMUST00000112877	Nr6a1	NM_010264
uc008jnz.1	ENSMUST00000080861	Rpl35	NM_025592
uc008joe.1	ENSMUST00000126520	Golga1	NM_029793
uc008jod.2	ENSMUST00000039165	Golga1	NM_029793
uc008job.2	ENSMUST00000039165	Golga1	NM_029793
uc008joc.2	ENSMUST00000039165	Golga1	NM_001290649
uc008jof.2	ENSMUST00000038874	Scai	NM_178778
uc012buy.2	ENSMUST00000038874	Scai	
uc012buz.2	ENSMUST00000038874	Scai	
uc012bva.2	ENSMUST00000038874	Scai	
uc008jog.1	ENSMUST00000147433	Scai	
uc008joh.1	ENSMUST00000157038	Scai	NM_178778
uc008joi.1	ENSMUST00000028087	Ppp6c	NM_024209
uc008jol.1	ENSMUST00000129974	Lrp1b	
uc008jom.1	ENSMUST00000052550	Lrp1b	
uc033hmu.1	ENSMUST00000183581	Mir6336	NR_105754
uc008jon.1	ENSMUST00000052550	Lrp1b	NM_053011
uc008joo.1	ENSMUST00000138700	Lrp1b	
uc008jop.2	ENSMUST00000133104	Lrp1b	
uc008joq.1	ENSMUST00000142688	Lrp1b	
uc029txa.1	ENSMUST00000139948	Arhgap15os	NR_040622
uc008joz.2	ENSMUST00000112810	Gtdc1	
uc008jpa.2	ENSMUST00000112810	Gtdc1	NM_172662
uc008jpb.1	ENSMUST00000129240	Gtdc1	NM_172662
uc029txb.1	ENSMUST00000174938	Mir5129	NR_039591
uc008jpc.2	ENSMUST00000068415	Zeb2	NM_001289521
uc008jpd.2	ENSMUST00000068415	Zeb2	NM_001355291
uc008jph.1	ENSMUST00000153561	Zeb2	
uc008jpf.1	ENSMUST00000145529	Zeb2	
uc008jpi.1	ENSMUST00000123037	Zeb2	
uc008jpe.2	ENSMUST00000068415	Zeb2	NM_015753
uc008jpg.1	ENSMUST00000145529	Zeb2	
uc008jpj.1	ENSMUST00000176438	Zeb2	
uc008jpq.2	ENSMUST00000028098	Orc4	NR_033442
uc008jpp.2	ENSMUST00000028098	Orc4	NM_011958
uc008jpr.1	ENSMUST00000141441	Orc4	NM_011958
uc008jps.2	ENSMUST00000090976	Orc4	NM_001177313
uc008jqc.1	ENSMUST00000102769	Mmadhc	NM_001348199
uc008jqf.1	ENSMUST00000017288	Rnd3	NM_028810
uc008jqg.1	ENSMUST00000154545	Rnd3	
uc008jqi.1	ENSMUST00000154530	1700057H21Rik	NR_130155
uc029txh.1	ENSMUST00000143870	Gm13490	NR_040639
uc012bvi.2	ENSMUST00000165313	Rbm43	NM_030243
uc008jqk.3	ENSMUST00000102767	Rbm43	NM_030243
uc008jql.3	ENSMUST00000102767	Rbm43	NM_030243
uc008jqm.2	ENSMUST00000028314	Nmi	NM_001141949
uc008jqn.2	ENSMUST00000028314	Nmi	NM_001141948
uc008jqo.2	ENSMUST00000028314	Nmi	NM_019401
uc029txi.2	ENSMUST00000036934	Neb	
uc008jqw.1	ENSMUST00000036934	Neb	
uc057lcu.1	ENSMUST00000075301	Neb	
uc008jqv.1	ENSMUST00000036934	Neb	NM_010889
uc008jqy.1	ENSMUST00000036541	Arl5a	NM_182994
uc008jrb.2	ENSMUST00000102761	Cacnb4	NM_001285427
uc008jra.2	ENSMUST00000102761	Cacnb4	NM_146123
uc008jrc.1	ENSMUST00000078324	Cacnb4	NM_001285428
uc033hmw.1	ENSMUST00000078324	Cacnb4	NM_001285426
uc008jrd.2	ENSMUST00000078324	Cacnb4	NM_001037099
uc008jre.1	ENSMUST00000102759	Stam2	NM_019667
uc008jrf.1	ENSMUST00000127316	Stam2	NM_019667
uc008jrg.1	ENSMUST00000150582	Stam2	NM_019667
uc012bvl.1	ENSMUST00000155516	Stam2	NM_019667
uc008jrk.3	ENSMUST00000076313	Prpf40a	NM_018785
uc008jrm.1	ENSMUST00000152922	Prpf40a	
uc008jrl.1	ENSMUST00000125243	Prpf40a	NM_018785
uc008jrp.1	ENSMUST00000100089	Rprm	NM_023396
uc008jrw.2	ENSMUST00000028166	Nr4a2	NM_013613
uc012bvn.1	ENSMUST00000028166	Nr4a2	
uc008jry.2	ENSMUST00000112629	Nr4a2	NM_001139509
uc008jrx.2	ENSMUST00000183542	Nr4a2	
uc029txk.1	ENSMUST00000126549	BB557941	NR_040356
uc008jrz.1	ENSMUST00000146529	AK050290	
uc008jsa.1	ENSMUST00000156418	AK044432	
uc008jsf.1	ENSMUST00000120373	DQ702843	
uc008jsh.1	ENSMUST00000090940	Ermn	NM_029972
uc008jsi.1	ENSMUST00000028175	Cytip	NM_139200
uc008jsj.1	ENSMUST00000028175	Cytip	NM_139200
uc008jsk.1	ENSMUST00000146545	Cytip	NM_139200
uc008jsl.1	ENSMUST00000146545	Cytip	NM_139200
uc008jso.2	ENSMUST00000028178	Acvr1c	NM_001033369
uc008jsp.2	ENSMUST00000028178	Acvr1c	NM_001111030
uc057lcx.1	ENSMUST00000145495	Acvr1	NM_007394
uc008jst.1	ENSMUST00000090935	Acvr1	NM_001110204
uc008jss.1	ENSMUST00000112601	Acvr1	NM_007394
uc008jsu.1	ENSMUST00000112601	Acvr1	NM_001110205
uc008jsy.1	ENSMUST00000134708	Ccdc148	NM_001001178
uc057lcy.1	ENSMUST00000077687	Ccdc148	NM_001001178
uc008jth.2	ENSMUST00000137162	5330411J11Rik	NR_040510
uc008jtn.2	ENSMUST00000028368	Wdsub1	
uc008jtp.1	ENSMUST00000144823	Wdsub1	
uc008jtq.1	ENSMUST00000140475	Wdsub1	NM_001159636
uc008jto.3	ENSMUST00000028368	Wdsub1	NM_028118
uc012bvs.2	ENSMUST00000102751	Wdsub1	NM_001159636
uc008jtr.1	ENSMUST00000112550	Baz2b	NM_001001182
uc012bvt.1	ENSMUST00000112550	Baz2b	NM_001001182
uc008jts.1	ENSMUST00000112550	Baz2b	NM_001001182
uc008jtt.1	ENSMUST00000112550	Baz2b	NM_001001182
uc008jtu.1	ENSMUST00000112550	Baz2b	NM_001001182
uc008jtv.1	ENSMUST00000112550	Baz2b	
uc008jtw.1	ENSMUST00000151756	AK166079	
uc008juc.2	ENSMUST00000074606	Cd302	NM_001290660
uc008jub.2	ENSMUST00000074606	Cd302	NM_025422
uc008jue.1	ENSMUST00000028362	Ly75	NM_013825
uc008jud.1	ENSMUST00000028362	Ly75	NM_013825
uc008jug.2	ENSMUST00000112525	Pla2r1	NM_008867
uc008juh.2	ENSMUST00000128208	Pla2r1	
uc008jui.2	ENSMUST00000150373	Pla2r1	
uc008juj.2	ENSMUST00000059888	Itgb6	NM_021359
uc008jun.2	ENSMUST00000133887	Itgb6	NM_021359
uc008juo.1	ENSMUST00000151035	Itgb6	
uc008jul.2	ENSMUST00000059888	Itgb6	NM_001159564
uc008jum.2	ENSMUST00000112517	Itgb6	NM_021359
uc008juq.2	ENSMUST00000164147	Rbms1	NM_001141931
uc008jur.2	ENSMUST00000164147	Rbms1	NM_001141932
uc008jus.2	ENSMUST00000164147	Rbms1	NM_001141931
uc008juv.1	ENSMUST00000112509	Rbms1	NM_001141931
uc008jut.2	ENSMUST00000164147	Rbms1	NM_001141931
uc008juu.2	ENSMUST00000028347	Rbms1	NM_020296
uc029txq.1	ENSMUST00000028347	Rbms1	
uc029txr.1	ENSMUST00000146034	Gm13582	NR_045335
uc008jvg.2	ENSMUST00000047812	Dpp4	NM_010074
uc008jvh.2	ENSMUST00000047812	Dpp4	NM_001159543
uc008jvi.2	ENSMUST00000047812	Dpp4	NM_001159543
uc008jvj.1	ENSMUST00000102733	Gcg	NM_008100
uc008jvl.1	ENSMUST00000172676	Fap	NM_007986
uc008jvk.2	ENSMUST00000102732	Fap	NM_007986
uc008jvm.2	ENSMUST00000028259	Ifih1	NM_027835
uc012bvy.1	ENSMUST00000028259	Ifih1	NM_001164477
uc008jvn.2	ENSMUST00000176431	Ifih1	NM_027835
uc008jvo.2	ENSMUST00000175964	Ifih1	
uc008jvq.1	ENSMUST00000075052	Kcnh7	NM_133207
uc008jvr.1	ENSMUST00000112454	Kcnh7	NM_133207
uc008jvs.1	ENSMUST00000112454	Kcnh7	NM_133207
uc008jvt.1	ENSMUST00000131799	Kcnh7	
uc008jvw.3	ENSMUST00000131615	Fign	NM_001267846
uc012bvz.2	ENSMUST00000131615	Fign	NM_001267847
uc008jvv.3	ENSMUST00000131615	Fign	NM_021716
uc008jvy.1	ENSMUST00000145603	Grb14	
uc008jvx.3	ENSMUST00000028252	Grb14	NM_016719
uc008jwb.2	ENSMUST00000112429	Cobll1	NM_027225
uc008jwa.2	ENSMUST00000112429	Cobll1	NM_177025
uc008jwc.2	ENSMUST00000112429	Cobll1	NM_027225
uc008jvz.2	ENSMUST00000112429	Cobll1	NM_027225
uc008jwe.1	ENSMUST00000112429	Cobll1	NM_177025
uc008jwd.2	ENSMUST00000112431	Cobll1	NM_177025
uc008jwf.1	ENSMUST00000112431	Cobll1	NM_027225
uc008jwg.1	ENSMUST00000136537	Cobll1	
uc008jwh.1	ENSMUST00000124769	Cobll1	
uc008jwj.1	ENSMUST00000112420	Slc38a11	NM_177074
uc033hnd.1	ENSMUST00000184194	Mir6337	NR_105755
uc033hne.1	ENSMUST00000066432	Scn3a	NM_001355171
uc008jwl.1	ENSMUST00000100069	Scn3a	
uc012bwb.1	ENSMUST00000100069	Scn3a	
uc008jwm.1	ENSMUST00000155838	Scn3a	
uc057bna.1	ENSMUST00000100069	Scn3a	NM_001355169
uc057bnb.1	ENSMUST00000100069	Scn3a	NM_001355169
uc012bwc.1	ENSMUST00000100069	Scn3a	
uc012bwa.1	ENSMUST00000066432	Scn3a	NM_018732
uc057lde.1	ENSMUST00000155350	KY467867	
uc008jwu.2	ENSMUST00000028378	Galnt3	NM_015736
uc008jww.1	ENSMUST00000125446	Ttc21b	
uc008jwx.1	ENSMUST00000169968	Ttc21b	NM_001290669
uc008jwy.1	ENSMUST00000131503	Ttc21b	NM_001290669
uc008jwv.2	ENSMUST00000102718	Ttc21b	NM_001047604
uc012bwg.2	ENSMUST00000102718	Ttc21b	NM_001290669
uc012bwh.1	ENSMUST00000112371	Scn1a	
uc057bnd.1	ENSMUST00000112371	Scn1a	NM_001313997
uc033hnf.1	ENSMUST00000112371	Scn1a	NM_018733
uc008jxa.1	ENSMUST00000129508	Scn1a	
uc012bwj.1	ENSMUST00000112354	Scn9a	
uc056zmv.1	ENSMUST00000100063	Scn9a	NM_001290674
uc057bnf.1	ENSMUST00000169900	Scn9a	NM_001290675
uc008jxe.5	ENSMUST00000100064	Scn9a	NM_001290674
uc012bwi.4	ENSMUST00000100064	Scn9a	NM_001290675
uc008jxg.1	ENSMUST00000042792	Scn7a	
uc008jxf.2	ENSMUST00000042792	Scn7a	NM_009135
uc008jxh.1	ENSMUST00000147939	AK076676	
uc008jxn.1	ENSMUST00000126663	Stk39	NM_016866
uc029txy.1	ENSMUST00000102715	Stk39	NM_016866
uc008jxo.1	ENSMUST00000102715	Stk39	NM_016866
uc008jxp.1	ENSMUST00000123781	Stk39	NM_016866
uc008jxw.3	ENSMUST00000005365	Spc25	NM_001199124
uc056zmx.1	ENSMUST00000112320	Spc25	NM_001305800
uc008jxu.3	ENSMUST00000112320	Spc25	NM_001199123
uc008jxv.3	ENSMUST00000005365	Spc25	NM_025565
uc008jxx.3	ENSMUST00000126638	Spc25	NM_001305800
uc008jya.1	ENSMUST00000102710	Abcb11	NM_021022
uc012bwo.1	ENSMUST00000180142	Abcb11	NM_021022
uc008jyc.1	ENSMUST00000080953	Lrp2	NM_001081088
uc008jyd.1	ENSMUST00000100051	Lrp2	
uc008jye.1	ENSMUST00000080953	Lrp2	
uc012bwq.2	ENSMUST00000073152	Fastkd1	NM_177244
uc008jyh.2	ENSMUST00000073152	Fastkd1	NM_177244
uc008jyi.1	ENSMUST00000140776	Fastkd1	NM_177244
uc008jyj.1	ENSMUST00000129260	Fastkd1	
uc008jyo.1	ENSMUST00000094942	Ccdc173	NM_001077684
uc012bwr.1	ENSMUST00000094942	Ccdc173	NM_001077684
uc008jyv.3	ENSMUST00000060447	Mettl5	NM_029280
uc012bwu.2	ENSMUST00000060447	Mettl5	NR_110977
uc008jyw.2	ENSMUST00000135487	Mettl5	NM_029280
uc029txz.1	ENSMUST00000151851	Gad1os	NR_040496
uc008jzt.2	ENSMUST00000038584	Tlk1	NM_172664
uc008jzu.2	ENSMUST00000135128	Tlk1	
uc008jzw.4	ENSMUST00000112186	Mettl8	NM_001110512
uc008jzx.4	ENSMUST00000112186	Mettl8	NM_145524
uc012bwx.3	ENSMUST00000148876	Mettl8	NM_145524
uc008jzy.4	ENSMUST00000112179	Mettl8	
uc012bwy.3	ENSMUST00000112179	Mettl8	
uc008jzz.2	ENSMUST00000090849	Mettl8	NM_001110512
uc008kaa.2	ENSMUST00000124208	Mettl8	NM_145524
uc008kan.1	ENSMUST00000151937	Slc25a12	NM_172436
uc008kat.1	ENSMUST00000140271	AK139461	
uc008kaw.2	ENSMUST00000137251	Dlx1as	NR_002854
uc008kax.2	ENSMUST00000024159	Dlx2	NM_010054
uc008kaz.1	ENSMUST00000180494	AK086439	
uc008kbr.1	ENSMUST00000128165	AK079188	
uc008kby.1	ENSMUST00000136807	6430710C18Rik	NR_102348
uc008kbz.1	ENSMUST00000148327	6430710C18Rik	NR_102349
uc008kca.3	ENSMUST00000133615	Sp3	NM_001098425
uc008kcb.3	ENSMUST00000102689	Sp3	NM_001098425
uc008kcc.3	ENSMUST00000102689	Sp3	NM_001018042
uc008kcg.1	ENSMUST00000028517	Ola1	NM_025942
uc008kch.1	ENSMUST00000100015	Ola1	NM_030091
uc008kci.1	ENSMUST00000136684	Ola1	NM_030091
uc008kck.2	ENSMUST00000058615	Cir1	NM_025854
uc012bxg.1	ENSMUST00000058615	Cir1	
uc008kcq.1	ENSMUST00000048504	Gpr155	
uc008kco.3	ENSMUST00000076463	Gpr155	NM_001190297
uc033hnm.1	ENSMUST00000076463	Gpr155	NM_001276443
uc012bxh.2	ENSMUST00000076463	Gpr155	NM_001276444
uc008kcp.2	ENSMUST00000048504	Gpr155	NM_001276443
uc012bxi.2	ENSMUST00000184503	Gpr155	NM_001276443
uc008kcs.2	ENSMUST00000134595	Gpr155	
uc008kcu.2	ENSMUST00000094681	Wipf1	NM_001289722
uc008kcv.2	ENSMUST00000094681	Wipf1	NM_001289723
uc008kcw.2	ENSMUST00000094681	Wipf1	NM_153138
uc008kcy.2	ENSMUST00000028515	Chrna1	NM_007389
uc009vcb.2	ENSMUST00000112024	Chn1	NM_029716
uc008kcz.2	ENSMUST00000112024	Chn1	NM_029716
uc009vcc.2	ENSMUST00000102677	Chn1	NM_001166604
uc008kda.2	ENSMUST00000102677	Chn1	NM_175752
uc009vcd.2	ENSMUST00000166199	Chn1	NM_001166603
uc008kdb.2	ENSMUST00000112024	Chn1	NM_001113246
uc008kdc.2	ENSMUST00000112016	Atf2	NM_001284374
uc008kde.2	ENSMUST00000055833	Atf2	NM_001025093
uc033hnn.1	ENSMUST00000112007	Atf2	NM_001284376
uc008kdf.2	ENSMUST00000112007	Atf2	NM_009715
uc008kdg.2	ENSMUST00000112007	Atf2	NM_001284369
uc008kdh.2	ENSMUST00000112016	Atf2	NM_001284372
uc008kdd.2	ENSMUST00000112007	Atf2	NM_001284374
uc008kdi.2	ENSMUST00000112016	Atf2	NM_001284373
uc008kdj.2	ENSMUST00000143714	Atf2	NM_001284370
uc008kdk.2	ENSMUST00000143714	Atf2	NM_001284371
uc008kdl.2	ENSMUST00000141050	Atf2	NM_001284371
uc056zng.1	ENSMUST00000111996	Atp5g3	NM_001301721
uc008kdm.2	ENSMUST00000018914	Atp5g3	NM_175015
uc056znh.1	ENSMUST00000018914	Atp5g3	NM_001301722
uc008kdn.1	ENSMUST00000151443	AK041976	
uc029tyc.1	ENSMUST00000153743	4930441J16Rik	NR_040501
uc008kdo.2	ENSMUST00000127168	Lnpk	NM_027133
uc008kdr.2	ENSMUST00000111993	Lnpk	NM_001110209
uc008kdq.2	ENSMUST00000111993	Lnpk	NM_027133
uc012bxj.1	ENSMUST00000111993	Lnpk	
uc012bxk.1	ENSMUST00000154706	Lnpk	
uc008kds.2	ENSMUST00000154706	Lnpk	
uc008kdt.2	ENSMUST00000001867	Evx2	NM_007967
uc008kec.1	ENSMUST00000156342	Hoxd3os1	
uc008ked.2	ENSMUST00000139005	Hoxd3os1	NR_027899
uc033hnp.1	ENSMUST00000152462	Haglr	NR_110445
uc008kek.1	ENSMUST00000142828	AK146150	
uc008keq.2	ENSMUST00000102672	Nfe2l2	NM_010902
uc008ker.2	ENSMUST00000152371	Nfe2l2	NR_132727
uc008keu.2	ENSMUST00000099996	Ttc30b	NM_028235
uc008kew.3	ENSMUST00000099994	Ttc30a1	NM_001081228
uc012bxo.1	ENSMUST00000144892	Pde11a	NM_001081033
uc008kex.1	ENSMUST00000099992	Pde11a	NM_001081033
uc008key.2	ENSMUST00000028430	Cyct	NM_009989
uc008kff.1	ENSMUST00000002808	Prkra	NM_011871
uc008kfh.2	ENSMUST00000002809	Fkbp7	NM_010222
uc008kfi.2	ENSMUST00000147355	Fkbp7	NM_001355079
uc008kfm.1	ENSMUST00000011934	Ttn	
uc008kfp.1	ENSMUST00000099981	Ttn	
uc008kfq.1	ENSMUST00000099981	Ttn	
uc008kfr.1	ENSMUST00000123448	Ttn	
uc008kfn.1	ENSMUST00000111882	Ttn	NM_011652
uc008kfo.1	ENSMUST00000011934	Ttn	NM_028004
uc008kfs.1	ENSMUST00000123804	Ttn	
uc008kft.1	ENSMUST00000147048	Ttn	
uc012bxr.1	ENSMUST00000049544	Ccdc141	NM_001025576
uc012bxs.1	ENSMUST00000049544	Ccdc141	NM_001025576
uc008kfv.2	ENSMUST00000028406	Ccdc141	NM_001025576
uc008kfw.2	ENSMUST00000131660	Ccdc141	
uc008kfx.3	ENSMUST00000102660	Sestd1	NM_175465
uc012bxt.2	ENSMUST00000102660	Sestd1	NM_175465
uc008kfy.4	ENSMUST00000111830	Zfp385b	NM_001113400
uc012bxu.3	ENSMUST00000171063	Zfp385b	NM_001113399
uc012bxv.1	ENSMUST00000151388	Zfp385b	
uc008kfz.4	ENSMUST00000090766	Zfp385b	NM_178723
uc008kgf.1	ENSMUST00000139842	Cwc22	
uc012bxw.1	ENSMUST00000111821	Cwc22	
uc008kgg.1	ENSMUST00000144727	Cwc22	NM_172667
uc008kgh.1	ENSMUST00000144727	Cwc22	NM_001290740
uc008kgc.3	ENSMUST00000065889	Cwc22	NM_030560
uc008kgd.3	ENSMUST00000065889	Cwc22	NM_172667
